"","Date","Experimental_leaf","Leaf_removal","ColonySize","Prop.new","Treatment","Colony","Week","Agegroup","IB_taken","Leaves_taken","Prop_PT","Set","EorN","ln_LeavesTaken","IB_prop","PT_taken","Year","Queen"
"139",20170725,"IB","IB removal",428,0.957943925233645,"Control","52002",7,"new",0,18,0,"II","Naive",2.89037175789616,0,0,"2017","original"
"140",20170725,"IB","IB removal",428,0.957943925233645,"Control","52002",7,"old",0,6,0,"II","Experienced",1.79175946922805,0,0,"2017","original"
"141",20170730,"IB","IB removal",268,0.391791044776119,"Control","62001",5,"new",0,1,0,"II","Naive",0,0,0,"2017","original"
"142",20170730,"IB","IB removal",268,0.391791044776119,"Control","62001",5,"old",36,93,0.387096774193548,"II","Experienced",4.53259949315326,0.387096774193548,36,"2017","original"
"143",20170730,"IB","IB removal",415,0.580722891566265,"CHX","62002",5,"old",0,50,0,"I","Experienced",3.91202300542815,0,0,"2017","original"
"144",20170730,"IB","IB removal",424,0.507075471698113,"Control","60601",5,"new",3,17,0.176470588235294,"II","Naive",2.83321334405622,0.176470588235294,3,"2017","original"
"145",20170730,"IB","IB removal",424,0.507075471698113,"Control","60601",5,"old",25,67,0.373134328358209,"II","Experienced",4.20469261939097,0.373134328358209,25,"2017","original"
"146",20170802,"IB","IB removal",120,0.508333333333333,"CHX","GreenTub",15,"old",3,32,0.09375,"I","Experienced",3.46573590279973,0.09375,3,"2017","original"
"147",20170802,"IB","IB removal",153,0.725490196078431,"CHX","31503",15,"new",0,29,0,"I","Naive",3.36729582998647,0,0,"2017","original"
"148",20170802,"IB","IB removal",153,0.725490196078431,"CHX","31503",15,"old",0,14,0,"I","Experienced",2.63905732961526,0,0,"2017","original"
"149",20170802,"IB","IB removal",189,0.952380952380952,"CHX","31501",15,"new",3,55,0.0545454545454545,"I","Naive",4.00733318523247,0.0545454545454545,3,"2017","requeened"
"150",20170802,"IB","IB removal",189,0.952380952380952,"CHX","31501",15,"old",0,2,0,"I","Experienced",0.693147180559945,0,0,"2017","requeened"
"151",20170802,"IB","IB removal",244,0.811475409836066,"CHX","31502",15,"new",0,19,0,"I","Naive",2.94443897916644,0,0,"2017","original"
"152",20170802,"IB","IB removal",244,0.811475409836066,"CHX","31502",15,"old",0,27,0,"I","Experienced",3.29583686600433,0,0,"2017","original"
"153",20170804,"IB","IB removal",22,1,"Control","51301",11,"new",0,17,0,"II","Naive",2.83321334405622,0,0,"2017","requeened"
"154",20170804,"IB","IB removal",55,0.854545454545454,"CHX","42002",11,"new",1,7,0.142857142857143,"I","Naive",1.94591014905531,0.142857142857143,1,"2017","requeened"
"155",20170804,"IB","IB removal",55,0.854545454545454,"CHX","42002",11,"old",1,4,0.25,"I","Experienced",1.38629436111989,0.25,1,"2017","requeened"
"156",20170804,"IB","IB removal",90,0.988888888888889,"Control","51302",11,"new",23,50,0.46,"II","Naive",3.91202300542815,0.46,23,"2017","original"
"157",20170804,"IB","IB removal",90,0.988888888888889,"Control","51302",11,"old",3,3,1,"II","Experienced",1.09861228866811,1,3,"2017","original"
"158",20170804,"IB","IB removal",139,0.97841726618705,"CHX","21801",11,"new",4,47,0.0851063829787234,"I","Naive",3.85014760171006,0.0851063829787234,4,"2017","original"
"159",20170806,"IB","IB removal",12,0.916666666666667,"Control","41901",13,"new",4,15,0.266666666666667,"II","Naive",2.70805020110221,0.266666666666667,4,"2017","original"
"160",20170806,"IB","IB removal",12,0.916666666666667,"Control","41901",13,"old",4,8,0.5,"II","Experienced",2.07944154167984,0.5,4,"2017","original"
"161",20170806,"IB","IB removal",88,1,"Control","41902",13,"new",0,41,0,"II","Naive",3.71357206670431,0,0,"2017","original"
"162",20170806,"IB","IB removal",188,0.99468085106383,"Control","42001",13,"new",6,41,0.146341463414634,"II","Naive",3.71357206670431,0.146341463414634,6,"2017","original"
"163",20170808,"IB","IB removal",168,0.952380952380952,"Control","52503",9,"new",27,88,0.306818181818182,"II","Naive",4.47733681447821,0.306818181818182,27,"2017","original"
"164",20170808,"IB","IB removal",168,0.952380952380952,"Control","52503",9,"old",0,2,0,"II","Experienced",0.693147180559945,0,0,"2017","original"
"165",20170808,"IB","IB removal",202,0.856435643564356,"CHX","52504",9,"new",4,67,0.0597014925373134,"I","Naive",4.20469261939097,0.0597014925373134,4,"2017","original"
"166",20170808,"IB","IB removal",202,0.856435643564356,"CHX","52504",9,"old",1,7,0.142857142857143,"I","Experienced",1.94591014905531,0.142857142857143,1,"2017","original"
"167",20170808,"IB","IB removal",271,0.988929889298893,"CHX","52501",9,"new",2,78,0.0256410256410256,"I","Naive",4.35670882668959,0.0256410256410256,2,"2017","original"
"168",20170808,"IB","IB removal",282,0.826241134751773,"CHX","52502",9,"new",1,67,0.0149253731343284,"I","Naive",4.20469261939097,0.0149253731343284,1,"2017","original"
"169",20170808,"IB","IB removal",282,0.826241134751773,"CHX","52502",9,"old",0,8,0,"I","Experienced",2.07944154167984,0,0,"2017","original"
"170",20170808,"IB","IB removal",368,0.972826086956522,"Control","52002",9,"new",47,93,0.505376344086022,"II","Naive",4.53259949315326,0.505376344086022,47,"2017","original"
"171",20170813,"IB","IB removal",260,0.55,"Control","62001",7,"new",3,9,0.333333333333333,"II","Naive",2.19722457733622,0.333333333333333,3,"2017","original"
"172",20170813,"IB","IB removal",260,0.55,"Control","62001",7,"old",52,109,0.477064220183486,"II","Experienced",4.69134788222914,0.477064220183486,52,"2017","original"
"173",20170813,"IB","IB removal",265,0.879245283018868,"CHX","62002",7,"new",8,103,0.0776699029126214,"I","Naive",4.63472898822964,0.0776699029126214,8,"2017","original"
"174",20170813,"IB","IB removal",265,0.879245283018868,"CHX","62002",7,"old",1,5,0.2,"I","Experienced",1.6094379124341,0.2,1,"2017","original"
"175",20170813,"IB","IB removal",440,0.697727272727273,"Control","60601",7,"new",38,85,0.447058823529412,"II","Naive",4.44265125649032,0.447058823529412,38,"2017","original"
"176",20170813,"IB","IB removal",440,0.697727272727273,"Control","60601",7,"old",7,30,0.233333333333333,"II","Experienced",3.40119738166216,0.233333333333333,7,"2017","original"
"177",20170816,"IB","IB removal",156,0.705128205128205,"CHX","GreenTub",17,"new",12,30,0.4,"I","Naive",3.40119738166216,0.4,12,"2017","original"
"178",20170816,"IB","IB removal",156,0.705128205128205,"CHX","GreenTub",17,"old",4,18,0.222222222222222,"I","Experienced",2.89037175789616,0.222222222222222,4,"2017","original"
"179",20170816,"IB","IB removal",213,0.812206572769953,"CHX","31503",17,"new",0,29,0,"I","Naive",3.36729582998647,0,0,"2017","original"
"180",20170816,"IB","IB removal",213,0.812206572769953,"CHX","31503",17,"old",0,6,0,"I","Experienced",1.79175946922805,0,0,"2017","original"
"181",20170816,"IB","IB removal",297,0.966329966329966,"CHX","31502",17,"new",1,53,0.0188679245283019,"I","Naive",3.97029191355212,0.0188679245283019,1,"2017","original"
"182",20170816,"IB","IB removal",297,0.966329966329966,"CHX","31502",17,"old",0,1,0,"I","Experienced",0,0,0,"2017","original"
"183",20170816,"IB","IB removal",304,0.990131578947368,"CHX","31501",17,"new",13,74,0.175675675675676,"I","Naive",4.30406509320417,0.175675675675676,13,"2017","requeened"
"184",20170818,"IB","IB removal",20,1,"Control","51301",13,"new",1,20,0.05,"II","Naive",2.99573227355399,0.05,1,"2017","requeened"
"185",20170818,"IB","IB removal",49,0.959183673469388,"CHX","42002",13,"new",0,17,0,"I","Naive",2.83321334405622,0,0,"2017","requeened"
"186",20170818,"IB","IB removal",73,0.986301369863014,"Control","51302",13,"new",2,20,0.1,"II","Naive",2.99573227355399,0.1,2,"2017","original"
"187",20170818,"IB","IB removal",94,0.98936170212766,"Control","51303",13,"new",1,29,0.0344827586206897,"II","Naive",3.36729582998647,0.0344827586206897,1,"2017","original"
"188",20170818,"IB","IB removal",168,0.994047619047619,"CHX","21801",13,"new",7,64,0.109375,"I","Naive",4.15888308335967,0.109375,7,"2017","original"
"189",20170820,"IB","IB removal",7,0.857142857142857,"Control","41901",15,"new",2,16,0.125,"II","Naive",2.77258872223978,0.125,2,"2017","original"
"190",20170820,"IB","IB removal",7,0.857142857142857,"Control","41901",15,"old",3,4,0.75,"II","Experienced",1.38629436111989,0.75,3,"2017","original"
"191",20170820,"IB","IB removal",105,1,"Control","41902",15,"new",3,16,0.1875,"II","Naive",2.77258872223978,0.1875,3,"2017","original"
"192",20170820,"IB","IB removal",202,0.995049504950495,"Control","42001",15,"new",41,149,0.275167785234899,"II","Naive",5.00394630594546,0.275167785234899,41,"2017","original"
"193",20170820,"IB","IB removal",202,0.995049504950495,"Control","42001",15,"old",2,4,0.5,"II","Experienced",1.38629436111989,0.5,2,"2017","original"
"194",20170822,"IB","IB removal",130,1,"Control","52503",11,"new",7,69,0.101449275362319,"II","Naive",4.23410650459726,0.101449275362319,7,"2017","original"
"195",20170822,"IB","IB removal",277,0.989169675090253,"Control","52002",11,"new",33,104,0.317307692307692,"II","Naive",4.64439089914137,0.317307692307692,33,"2017","original"
"196",20170822,"IB","IB removal",293,0.945392491467577,"CHX","52504",11,"new",2,63,0.0317460317460317,"I","Naive",4.14313472639153,0.0317460317460317,2,"2017","original"
"197",20170822,"IB","IB removal",376,0.99468085106383,"CHX","52501",11,"new",3,64,0.046875,"I","Naive",4.15888308335967,0.046875,3,"2017","original"
"198",20170822,"IB","IB removal",376,0.99468085106383,"CHX","52501",11,"old",4,4,1,"I","Experienced",1.38629436111989,1,4,"2017","original"
"199",20170822,"IB","IB removal",400,0.97,"CHX","52502",11,"new",15,92,0.16304347826087,"I","Naive",4.52178857704904,0.16304347826087,15,"2017","original"
"200",20170827,"IB","IB removal",167,0.994011976047904,"CHX","62002",9,"new",5,61,0.0819672131147541,"I","Naive",4.11087386417331,0.0819672131147541,5,"2017","original"
"201",20170827,"IB","IB removal",191,0.68586387434555,"Control","62001",9,"new",2,14,0.142857142857143,"II","Naive",2.63905732961526,0.142857142857143,2,"2017","original"
"202",20170827,"IB","IB removal",191,0.68586387434555,"Control","62001",9,"old",21,55,0.381818181818182,"II","Experienced",4.00733318523247,0.381818181818182,21,"2017","original"
"203",20170827,"IB","IB removal",247,0.947368421052632,"Control","60601",9,"new",1,55,0.0181818181818182,"II","Naive",4.00733318523247,0.0181818181818182,1,"2017","original"
"204",20170830,"IB","IB removal",159,0.905660377358491,"CHX","GreenTub",19,"new",0,14,0,"I","Naive",2.63905732961526,0,0,"2017","original"
"205",20170830,"IB","IB removal",195,0.907692307692308,"CHX","31503",19,"new",9,38,0.236842105263158,"I","Naive",3.63758615972639,0.236842105263158,9,"2017","original"
"206",20170830,"IB","IB removal",195,0.907692307692308,"CHX","31503",19,"old",0,3,0,"I","Experienced",1.09861228866811,0,0,"2017","original"
"207",20170830,"IB","IB removal",257,1,"CHX","31501",19,"new",22,66,0.333333333333333,"I","Naive",4.18965474202643,0.333333333333333,22,"2017","requeened"
"208",20170830,"IB","IB removal",298,1,"CHX","31502",19,"new",4,63,0.0634920634920635,"I","Naive",4.14313472639153,0.0634920634920635,4,"2017","original"
"209",20170901,"IB","IB removal",29,1,"CHX","42002",15,"new",1,5,0.2,"I","Naive",1.6094379124341,0.2,1,"2017","requeened"
"210",20170901,"IB","IB removal",86,0.988372093023256,"Control","51302",15,"new",0,5,0,"II","Naive",1.6094379124341,0,0,"2017","original"
"211",20170901,"IB","IB removal",92,0.989130434782609,"Control","51303",15,"new",5,30,0.166666666666667,"II","Naive",3.40119738166216,0.166666666666667,5,"2017","original"
"212",20170901,"IB","IB removal",92,0.989130434782609,"Control","51303",15,"old",1,12,0.0833333333333333,"II","Experienced",2.484906649788,0.0833333333333333,1,"2017","original"
"213",20170901,"IB","IB removal",146,0.993150684931507,"CHX","21801",15,"new",7,42,0.166666666666667,"I","Naive",3.73766961828337,0.166666666666667,7,"2017","original"
"214",20170903,"IB","IB removal",7,0.857142857142857,"Control","41901",17,"new",0,6,0,"II","Naive",1.79175946922805,0,0,"2017","original"
"215",20170903,"IB","IB removal",98,1,"Control","41902",17,"new",0,24,0,"II","Naive",3.17805383034795,0,0,"2017","original"
"216",20170903,"IB","IB removal",197,0.99492385786802,"Control","42001",17,"new",14,62,0.225806451612903,"II","Naive",4.12713438504509,0.225806451612903,14,"2017","original"
"217",20170903,"IB","IB removal",197,0.99492385786802,"Control","42001",17,"old",0,1,0,"II","Experienced",0,0,0,"2017","original"
"218",20170905,"IB","IB removal",103,1,"Control","52503",13,"new",13,41,0.317073170731707,"II","Naive",3.71357206670431,0.317073170731707,13,"2017","original"
"219",20170905,"IB","IB removal",242,1,"CHX","52501",13,"new",4,39,0.102564102564103,"I","Naive",3.66356164612965,0.102564102564103,4,"2017","original"
"220",20170905,"IB","IB removal",256,0.99609375,"Control","52002",13,"new",36,81,0.444444444444444,"II","Naive",4.39444915467244,0.444444444444444,36,"2017","original"
"221",20170905,"IB","IB removal",257,0.972762645914397,"CHX","52504",13,"new",7,42,0.166666666666667,"I","Naive",3.73766961828337,0.166666666666667,7,"2017","original"
"222",20170905,"IB","IB removal",346,1,"CHX","52502",13,"new",0,51,0,"I","Naive",3.93182563272433,0,0,"2017","original"
"223",20170910,"IB","IB removal",23,1,"CHX","62002",11,"new",1,18,0.0555555555555556,"I","Naive",2.89037175789616,0.0555555555555556,1,"2017",NA
"224",20170910,"IB","IB removal",101,0.910891089108911,"Control","62001",11,"new",3,12,0.25,"II","Naive",2.484906649788,0.25,3,"2017","original"
"225",20170910,"IB","IB removal",101,0.910891089108911,"Control","62001",11,"old",10,29,0.344827586206897,"II","Experienced",3.36729582998647,0.344827586206897,10,"2017","original"
"226",20170910,"IB","IB removal",112,0.991071428571429,"Control","60601",11,"new",12,49,0.244897959183673,"II","Naive",3.89182029811063,0.244897959183673,12,"2017","original"
"227",20170913,"IB","IB removal",32,1,"CHX","GreenTub",21,"new",0,10,0,"I","Naive",2.30258509299405,0,0,"2017","original"
"228",20170913,"IB","IB removal",166,1,"CHX","31501",21,"new",7,39,0.179487179487179,"I","Naive",3.66356164612965,0.179487179487179,7,"2017","requeened"
"229",20170913,"IB","IB removal",181,0.976331360946746,"CHX","31503",21,"new",3,34,0.0882352941176471,"I","Naive",3.52636052461616,0.0882352941176471,3,"2017","original"
"230",20170913,"IB","IB removal",240,1,"CHX","31502",21,"new",4,48,0.0833333333333333,"I","Naive",3.87120101090789,0.0833333333333333,4,"2017","original"
"231",20170915,"IB","IB removal",61,0.983606557377049,"Control","51302",17,"new",0,4,0,"II","Naive",1.38629436111989,0,0,"2017","original"
"232",20170915,"IB","IB removal",62,0.983870967741935,"Control","51303",17,"new",0,2,0,"II","Naive",0.693147180559945,0,0,"2017","original"
"233",20170915,"IB","IB removal",118,0.991525423728814,"CHX","21801",17,"new",0,6,0,"I","Naive",1.79175946922805,0,0,"2017","original"
"234",20170917,"IB","IB removal",64,1,"Control","41902",19,"new",1,16,0.0625,"II","Naive",2.77258872223978,0.0625,1,"2017","original"
"235",20170917,"IB","IB removal",153,1,"Control","42001",19,"new",1,9,0.111111111111111,"II","Naive",2.19722457733622,0.111111111111111,1,"2017","original"
"236",20170919,"IB","IB removal",219,0.990867579908676,"CHX","52504",15,"new",4,6,0.666666666666667,"I","Naive",1.79175946922805,0.666666666666667,4,"2017","original"
"237",20170924,"IB","IB removal",93,1,"Control","60601",13,"new",1,47,0.0212765957446809,"II","Naive",3.85014760171006,0.0212765957446809,1,"2017","original"
"238",20170924,"IB","IB removal",98,0.948979591836735,"Control","62001",13,"new",20,39,0.512820512820513,"II","Naive",3.66356164612965,0.512820512820513,20,"2017","original"
"239",20170924,"IB","IB removal",98,0.948979591836735,"Control","62001",13,"old",0,11,0,"II","Experienced",2.39789527279837,0,0,"2017","original"
"240",20170927,"IB","IB removal",176,0.976,"CHX","31503",23,"new",0,1,0,"I","Naive",0,0,0,"2017","original"
"241",20170929,"IB","IB removal",67,0.985074626865672,"Control","51303",19,"new",0,2,0,"II","Naive",0.693147180559945,0,0,"2017","original"
"242",20170929,"IB","IB removal",76,0.986842105263158,"Control","51302",19,"new",0,25,0,"II","Naive",3.2188758248682,0,0,"2017","original"
"243",20170929,"IB","IB removal",105,1,"CHX","21801",19,"new",0,13,0,"I","Naive",2.56494935746154,0,0,"2017","requeened"
"244",20171003,"IB","IB removal",57,1,"CHX","52504",17,"new",0,28,0,"I","Naive",3.3322045101752,0,0,"2017","original"
"245",20171008,"IB","IB removal",104,0.951923076923077,"Control","62001",15,"new",5,20,0.25,"II","Naive",2.99573227355399,0.25,5,"2017","original"
"246",20171008,"IB","IB removal",104,0.951923076923077,"Control","62001",15,"old",2,5,0.4,"II","Experienced",1.6094379124341,0.4,2,"2017","original"
"247",20171013,"IB","IB removal",82,0.986111111111111,"Control","51302",21,"new",1,16,0.0625,"II","Naive",2.77258872223978,0.0625,1,"2017","original"
"248",20171013,"IB","IB removal",93,0.982758620689655,"Control","51303",21,"new",0,12,0,"II","Naive",2.484906649788,0,0,"2017","original"
"249",20171022,"IB","IB removal",104,0.961538461538462,"Control","62001",17,"new",4,24,0.166666666666667,"II","Naive",3.17805383034795,0.166666666666667,4,"2017","original"
"250",20171022,"IB","IB removal",104,0.961538461538462,"Control","62001",17,"old",1,4,0.25,"II","Experienced",1.38629436111989,0.25,1,"2017","original"
"251",20171025,"IB","IB removal",187,0.981132075471698,"CHX","31503",27,"new",0,10,0,"I","Naive",2.30258509299405,0,0,"2017","original"
"252",20171105,"IB","IB removal",79,0.962025316455696,"Control","62001",19,"new",21,52,0.403846153846154,"II","Naive",3.95124371858143,0.403846153846154,21,"2017","original"
"253",20171105,"IB","IB removal",79,0.962025316455696,"Control","62001",19,"old",4,4,1,"II","Experienced",1.38629436111989,1,4,"2017","original"
"254",20171108,"IB","IB removal",171,1,"CHX","31503",29,"new",0,11,0,"I","Naive",2.39789527279837,0,0,"2017","original"
"255",20171119,"IB","IB removal",93,0.971428571428571,"Control","62001",21,"new",30,55,0.545454545454545,"II","Naive",4.00733318523247,0.545454545454545,30,"2017","original"
"256",20170905,"none","double removal",42,0,"Control","82601",0,"old",9,21,0.428571428571429,"V","Experienced",3.04452243772342,0.428571428571429,9.00000000000001,NA,NA
"257",20170902,"none","double removal",42,0,"Control","82601",0,"old",20,26,0.769230769230769,"V","Experienced",3.25809653802148,0.769230769230769,20,NA,NA
"258",20170831,"none","double removal",42,0,"Control","82601",0,"old",8,8,1,"V","Experienced",2.07944154167984,1,8,NA,NA
"259",20170831,"none","double removal",30,0,"Control","82602",0,"old",20,29,0.689655172413793,"V","Experienced",3.36729582998647,0.689655172413793,20,NA,NA
"260",20170902,"none","double removal",30,0,"Control","82602",0,"old",16,47,0.340425531914894,"V","Experienced",3.85014760171006,0.340425531914894,16,NA,NA
"261",20170905,"none","double removal",30,0,"Control","82602",0,"old",10,29,0.344827586206897,"V","Experienced",3.36729582998647,0.344827586206897,10,NA,NA
"262",20170831,"none","double removal",401,0,"Control","82603",0,"old",46,46,1,"V","Experienced",3.8286413964891,1,46,NA,NA
"263",20170831,"none","double removal",161,0,"Control","82604",0,"old",17,17,1,"V","Experienced",2.83321334405622,1,17,NA,NA
"264",20170831,"none","double removal",305,0,"Control","82605",0,"old",4,20,0.2,"V","Experienced",2.99573227355399,0.2,4,NA,NA
"265",20170831,"none","double removal",215,0,"Control","82606",0,"old",18,18,1,"V","Experienced",2.89037175789616,1,18,NA,NA
"266",20170902,"none","double removal",215,0,"Control","82606",0,"old",40,43,0.930232558139535,"V","Experienced",3.76120011569356,0.930232558139535,40,NA,NA
"267",20170905,"none","double removal",215,0,"Control","82606",0,"old",21,60,0.35,"V","Experienced",4.0943445622221,0.35,21,NA,NA
"268",20170908,"none","double removal",60,0,"Control","82601",1,"old",17,48,0.354166666666667,"V","Experienced",3.87120101090789,0.354166666666667,17,NA,NA
"269",20170908,"none","double removal",47,0,"Control","82602",1,"old",27,56,0.482142857142857,"V","Experienced",4.02535169073515,0.482142857142857,27,NA,NA
"270",20170908,"none","double removal",400,0,"Control","82603",1,"old",26,68,0.382352941176471,"V","Experienced",4.21950770517611,0.382352941176471,26,NA,NA
"271",20170908,"none","double removal",165,0,"Control","82604",1,"old",40,91,0.43956043956044,"V","Experienced",4.51085950651685,0.43956043956044,40,NA,NA
"272",20170908,"none","double removal",406,0,"Control","82605",1,"old",42,98,0.428571428571429,"V","Experienced",4.58496747867057,0.428571428571429,42,NA,NA
"273",20170908,"none","double removal",243,0,"Control","82606",1,"old",24,60,0.4,"V","Experienced",4.0943445622221,0.4,24,NA,NA
"274",20171116,"none","double removal",87,0.701149425287356,"Control","82601",11,"old",4,21,0.19047619047619,"V","Experienced",3.04452243772342,0.19047619047619,3.99999999999999,NA,NA
"275",20171116,"none","double removal",87,0.701149425287356,"Control","82601",11,"new",19,22,0.863636363636364,"V","Naive",3.09104245335832,0.863636363636364,19,NA,NA
"276",20171116,"none","double removal",24,0.583333333333333,"Control","82602",11,"old",0,5,0,"V","Experienced",1.6094379124341,0,0,NA,NA
"277",20171116,"none","double removal",408,0.590686274509804,"Control","82603",11,"new",11,28,0.392857142857143,"V","Naive",3.3322045101752,0.392857142857143,11,NA,NA
"278",20171116,"none","double removal",408,0.590686274509804,"Control","82603",11,"old",18,58,0.310344827586207,"V","Experienced",4.06044301054642,0.310344827586207,18,NA,NA
"279",20171116,"none","double removal",148,0.466216216216216,"Control","82604",11,"old",24,46,0.521739130434783,"V","Experienced",3.8286413964891,0.521739130434783,24,NA,NA
"280",20171116,"none","double removal",148,0.466216216216216,"Control","82604",11,"new",0,5,0,"V","Naive",1.6094379124341,0,0,NA,NA
"281",20171116,"none","double removal",332,0.786144578313253,"Control","82605",11,"old",3,16,0.1875,"V","Experienced",2.77258872223978,0.1875,3,NA,NA
